symbol,tf,window,side,n_events,n_spells,fwd,t_iid,t_cluster
ETHUSDT,4h,9,hi,1987,536,0.0013516145692300944,3.1744964478929814,3.650186644253248
ETHUSDT,4h,10,lo,1987,529,-0.0005956666179472614,-0.950502970889747,-1.2972609246985096
ETHUSDT,4h,10,hi,1987,507,0.0014589863871418932,3.3736392324937965,3.906678088685259
ETHUSDT,4h,12,lo,1987,481,-0.0005934395548169072,-0.9330996336278732,-1.2906177432948869
ETHUSDT,4h,12,hi,1987,472,0.0013295446823196437,3.0490330676616755,3.6177419215276188
ETHUSDT,4h,14,lo,1987,457,-0.0004533505753113902,-0.7095223349836913,-0.8982190058505565
ETHUSDT,4h,14,hi,1987,442,0.0014897719456903734,3.3591349542438955,3.7179974359144357
ETHUSDT,4h,16,lo,1987,426,-0.0003484525114175661,-0.5447094137228713,-0.6888351769076374
ETHUSDT,4h,16,hi,1987,404,0.0015621840160305182,3.503923384271093,4.014506739260754
ETHUSDT,4h,18,lo,1987,381,-0.00044771771592699795,-0.6990301832406873,-0.94624530146692
ETHUSDT,4h,18,hi,1987,379,0.0015055109228209655,3.367811086381777,3.9210987325377675
ETHUSDT,4h,21,lo,1986,359,-0.0005027644598913054,-0.7778039431339154,-1.0244347515827106
ETHUSDT,4h,21,hi,1986,352,0.001431194935246451,3.1289482659780403,3.7410590851758503
ETHUSDT,4h,25,lo,1986,329,-0.00047296815335424314,-0.7331324625571612,-0.9664514088558361
ETHUSDT,4h,25,hi,1986,350,0.0012089179319093718,2.6725015046841887,3.2351269976301205
ETHUSDT,4h,30,lo,1985,330,9.711430115146209e-05,0.15319283624887045,0.18023318815884473
ETHUSDT,4h,30,hi,1985,319,0.0012855902153472982,2.7938015205775595,3.4064520116649963
