symbol,tf,window,side,n_events,n_spells,fwd,t_iid,t_cluster
ETHUSDT,1d,9,lo,331,55,-0.0011202776133746237,-0.5279705465715306,-0.48032768363764505
ETHUSDT,1d,9,hi,331,32,0.000122234725604424,0.04764411332985959,0.05437077013310258
ETHUSDT,1d,9,hi_bull,176,20,0.002158102816012221,0.6554220886060514,0.6852728599322083
ETHUSDT,1d,9,hi_bear,155,13,-0.0021894606544715263,-0.5462454782444844,-0.8799680373675878
ETHUSDT,1d,10,lo,331,46,0.0012166950459966419,0.5852332985209855,0.5315447364330571
ETHUSDT,1d,10,hi,331,30,0.0013402716514230595,0.5324772802863803,0.6033134899945949
ETHUSDT,1d,10,hi_bull,182,18,0.0033945997672477383,1.094518824295933,1.144681711507223
ETHUSDT,1d,10,hi_bear,149,13,-0.0011690418860272195,-0.28407629706892384,-0.4518201864928316
ETHUSDT,1d,12,lo,330,41,0.0020327419004289144,0.9483565331427174,0.9200815260798596
ETHUSDT,1d,12,hi,330,29,0.0022647946053085937,0.9203164826802773,1.3695700450047834
ETHUSDT,1d,12,hi_bull,172,18,0.0019169184621931042,0.6176919786544327,0.6202648329368882
ETHUSDT,1d,12,hi_bear,158,14,0.002643495216801405,0.6806288950431575,1.7836843470378816
ETHUSDT,1d,14,lo,330,33,0.004449668866330611,2.005268365769552,1.9351538057782025
ETHUSDT,1d,14,hi,329,27,0.0018491194714273637,0.7529549019532125,1.244650578407995
ETHUSDT,1d,14,hi_bull,165,16,0.00017859329219095286,0.05438129026317431,0.06368429517158516
ETHUSDT,1d,14,hi_bear,164,15,0.0035298317859030212,0.9644930697173909,2.1265432140687124
ETHUSDT,1d,16,lo,330,29,0.0039305301759596425,1.931594612577149,1.7563669611171915
ETHUSDT,1d,16,hi,329,28,0.0009081781974332358,0.34362106946258203,0.4815207728197258
ETHUSDT,1d,16,hi_bull,160,16,-0.001630214346721836,-0.4307488401069187,-0.4343851554448763
ETHUSDT,1d,16,hi_bear,169,16,0.0033113900735563806,0.8964513472159299,2.270154185030216
ETHUSDT,1d,18,lo,329,23,0.002959121741781094,1.5454185083701735,1.3715956812468342
ETHUSDT,1d,18,hi,328,28,0.0038082794627703753,1.4176630025955292,2.0982498438405495
ETHUSDT,1d,18,hi_bull,164,13,-0.00021435468364272366,-0.05602076370216537,-0.06898202255538126
ETHUSDT,1d,18,hi_bear,164,18,0.007830913609183475,2.0844233413747557,3.1728861261717656
ETHUSDT,1d,21,lo,329,23,0.002549000046636399,1.3344062095015277,1.1132616950393752
ETHUSDT,1d,21,hi,328,24,0.0043777788419024355,1.7085567435087026,2.3563447818542573
ETHUSDT,1d,21,hi_bull,167,13,-0.0002948250668898156,-0.08309221921430324,-0.14023819981624439
ETHUSDT,1d,21,hi_bear,161,12,0.009224517057854646,2.510723697285847,3.483561184174497
ETHUSDT,1d,25,lo,328,20,0.0034352769028928912,1.8019918097894612,1.5783805425680537
ETHUSDT,1d,25,hi,327,20,0.006722726811964935,2.4657985975880226,3.624213207042342
ETHUSDT,1d,25,hi_bull,170,9,0.0008074117471398752,0.2316350201334325,0.5169799516055281
ETHUSDT,1d,25,hi_bear,157,13,0.013127845035023917,3.12969454485599,4.276799036589847
ETHUSDT,1d,30,lo,327,14,0.0028550977871130197,1.5125296963135662,1.4219837389947072
ETHUSDT,1d,30,hi,326,17,0.003394318888743683,1.230101089292859,1.9744768327270177
ETHUSDT,1d,30,hi_bull,178,11,-0.00011164573207823864,-0.032767950364301544,-0.06149788770099219
ETHUSDT,1d,30,hi_bear,148,9,0.007610952013786266,1.699833300681195,2.1066951299445664
ETHUSDT,4h,2,lo,1992,1292,6.741320317423139e-05,0.17704358553361738,0.17479728249222257
ETHUSDT,4h,2,hi,1991,735,0.0002546978929678089,0.5480217679675551,0.5934253937054376
ETHUSDT,4h,2,hi_bull,1060,381,0.0002498290580027095,0.4759602665880136,0.5502201155401532
ETHUSDT,4h,2,hi_bear,931,355,0.0002602413570526697,0.3275536720517383,0.3430050092806192
ETHUSDT,4h,3,lo,1992,926,-0.0002974701741051268,-0.8692034771415988,-0.843231491666989
ETHUSDT,4h,3,hi,1991,618,0.0003947081386641617,0.7410947723888606,0.8870940580188263
ETHUSDT,4h,3,hi_bull,1013,311,0.0003207477006978072,0.5856626674267871,0.6470176164081195
ETHUSDT,4h,3,hi_bear,978,315,0.0004713154225700075,0.5098877644728662,0.6237241855095242
ETHUSDT,4h,4,lo,1992,726,0.00016036518390260271,0.48340155355494274,0.4711412108397076
ETHUSDT,4h,4,hi,1991,478,0.00016611126415047402,0.284490534935815,0.37212373298127305
ETHUSDT,4h,4,hi_bull,942,243,-9.278947474039956e-05,-0.162718746913835,-0.17453250708306753
ETHUSDT,4h,4,hi_bear,1049,250,0.0003986036340601051,0.40547232999206473,0.5514386568118661
ETHUSDT,4h,5,lo,1991,598,0.0005314824981957577,1.6667229069118308,1.6428456844575638
ETHUSDT,4h,5,hi,1991,384,0.0002891045912551253,0.48465302674784544,0.6836283042324172
ETHUSDT,4h,5,hi_bull,913,193,-0.00018531343547179428,-0.3028195105264166,-0.3293987654333545
ETHUSDT,4h,5,hi_bear,1078,206,0.0006909076138911898,0.710569512557047,1.0502159263095443
ETHUSDT,4h,6,lo,1991,482,0.00047102504533503333,1.467424564528751,1.4206572054869642
ETHUSDT,4h,6,hi,1991,315,0.00019891487353021722,0.32991207269556994,0.45354398407742164
ETHUSDT,4h,6,hi_bull,879,162,-0.00015021536437968038,-0.24502737877681646,-0.28015037291420153
ETHUSDT,4h,6,hi_bear,1112,171,0.000474891023820505,0.49219682694724864,0.6870501422257523
ETHUSDT,4h,7,lo,1991,415,0.0004552676847416816,1.4144168432962014,1.351464780007516
ETHUSDT,4h,7,hi,1991,274,0.00023068134525325393,0.37855879290961203,0.5068282878708973
ETHUSDT,4h,7,hi_bull,871,140,0.0002616291523248692,0.41114379382894295,0.5069278501454847
ETHUSDT,4h,7,hi_bear,1120,150,0.00020661389886095317,0.21435552884941667,0.29024407527827095
ETHUSDT,4h,8,lo,1991,358,0.00014734327716826935,0.45191142032491916,0.4217780929680465
ETHUSDT,4h,8,hi,1991,240,2.775150564877857e-05,0.04556236518138204,0.062146145003312454
ETHUSDT,4h,8,hi_bull,846,115,-6.80105705505573e-05,-0.1049330380246864,-0.12743310119468543
ETHUSDT,4h,8,hi_bear,1145,136,9.850671653492542e-05,0.10424788192208102,0.14394323317844374
ETHUSDT,4h,9,lo,1991,313,-0.00022790813034222497,-0.6900300415124084,-0.643500878607141
ETHUSDT,4h,9,hi,1991,202,0.00012459473177529924,0.20622333717027663,0.25892333130611
ETHUSDT,4h,9,hi_bull,832,99,9.412741613138356e-05,0.14574576682528045,0.18979135423123245
ETHUSDT,4h,9,hi_bear,1159,117,0.00014646600581821358,0.15768856310777252,0.19527743481056603
ETHUSDT,4h,10,lo,1990,276,8.044427770733593e-06,0.025515072530676627,0.023278317466934328
ETHUSDT,4h,10,hi,1990,187,0.0002989051252967853,0.49743914473048756,0.5578629891536726
ETHUSDT,4h,10,hi_bull,828,90,0.00011927779977682048,0.18294208359876932,0.20662914990226097
ETHUSDT,4h,10,hi_bear,1162,108,0.00042690118857607173,0.46480922107674577,0.5117487319841552
ETHUSDT,4h,12,lo,1990,242,0.00017330151341493475,0.554915925506505,0.5177093162057842
ETHUSDT,4h,12,hi,1990,136,-0.00012166161850104367,-0.2033764179299447,-0.2177953444929231
ETHUSDT,4h,12,hi_bull,819,67,0.0007338078550556046,1.1296294567376095,1.3719979931559578
ETHUSDT,4h,12,hi_bear,1171,82,-0.0007199788677264023,-0.791831523574131,-0.899997745973846
ETHUSDT,4h,14,lo,1990,207,6.8786612245114925e-06,0.021657187360888883,0.020545494493713286
ETHUSDT,4h,14,hi,1990,111,0.00014774392800218008,0.24590225942602148,0.27714956225487425
ETHUSDT,4h,14,hi_bull,837,49,0.0009171802828016051,1.3822859453565113,1.8147244431438287
ETHUSDT,4h,14,hi_bear,1153,72,-0.00041081481351310076,-0.44739889365289875,-0.5279190049556102
ETHUSDT,4h,16,lo,1989,192,8.211188490259761e-05,0.2542448290446824,0.2253961375619513
ETHUSDT,4h,16,hi,1989,102,0.0005610775162879024,0.9351135870113891,1.0325153075321047
ETHUSDT,4h,16,hi_bull,842,44,0.00120008054501299,1.7932350420293508,2.254976690457986
ETHUSDT,4h,16,hi_bear,1147,66,9.199246817410658e-05,0.10029717825713379,0.11605268486804773
ETHUSDT,4h,18,lo,1989,174,0.00021641393255768937,0.6928526749995964,0.6472766345857607
ETHUSDT,4h,18,hi,1989,94,0.0007197291025740998,1.2073155771367656,1.3132956284929391
ETHUSDT,4h,18,hi_bull,857,43,0.0012876753872225139,1.9427555039379252,2.745628689501082
ETHUSDT,4h,18,hi_bear,1132,58,0.000289755634425963,0.3151222757018036,0.3465684696610821
ETHUSDT,4h,21,lo,1988,160,6.271725969602299e-05,0.20002226624321476,0.18205085638920732
ETHUSDT,4h,21,hi,1988,84,0.0007039544663101393,1.1671700381074688,1.4550313998669882
ETHUSDT,4h,21,hi_bull,838,41,0.0010812192106230852,1.60008949151035,2.113972588242083
ETHUSDT,4h,21,hi_bear,1150,51,0.0004290432874107927,0.4667548691943195,0.6110451981730133
ETHUSDT,4h,25,lo,1987,132,0.00021297833515507598,0.6997038754600939,0.635001896338149
ETHUSDT,4h,25,hi,1987,70,0.0008726143614975493,1.479265220006768,2.0135190788651363
ETHUSDT,4h,25,hi_bull,830,32,0.0012381840602561434,1.8312079424370813,2.6439179167251803
ETHUSDT,4h,25,hi_bear,1157,47,0.0006103647072454897,0.6861296276193146,0.9509558542911006
ETHUSDT,4h,30,lo,1986,99,0.00014721375907913927,0.49040171689501394,0.4203568740205237
ETHUSDT,4h,30,hi,1986,52,0.0006762646845646063,1.1799804846334694,1.6947163541682617
ETHUSDT,4h,30,hi_bull,806,25,0.0009098066705037574,1.3630783753559743,1.8486066491030415
ETHUSDT,4h,30,hi_bear,1180,38,0.0005167436331519319,0.6077607814025772,0.9244790773359565
SOLUSDT,1w,2,lo,32,21,0.024648316722850536,1.0191602898207528,1.018330264559265
SOLUSDT,1w,2,hi,31,7,0.07403889016657078,2.3450190385588194,2.12042850007912
SOLUSDT,1w,2,hi_bull,24,5,0.09226705240032818,2.4123200729124163,2.608863093277107
SOLUSDT,1w,2,hi_bear,7,2,0.011542333936545421,0.25776883121738375,1.965202770740893
SOLUSDT,1w,3,lo,32,15,-0.0070126314938874605,-0.27869693259497974,-0.29085087288314404
SOLUSDT,1w,3,hi,31,8,0.07700938491743269,2.4980677675922225,2.2399751258120504
SOLUSDT,1w,3,hi_bull,25,6,0.08404586894595496,2.2354814005047894,2.2172486849923607
SOLUSDT,1w,3,hi_bear,6,2,0.04769070146525661,1.5252207648179572,1.1650844989475582
SOLUSDT,1w,4,lo,32,12,-0.025587714250367873,-1.18351350273606,-1.1395532981511303
SOLUSDT,1w,4,hi,31,6,0.058814240397002816,1.6534228568476124,3.1548736725948583
SOLUSDT,1w,4,hi_bull,27,5,0.05998231646944428,1.479507278968151,3.5548022185463792
SOLUSDT,1w,4,hi_bear,4,0,,,
SOLUSDT,1w,5,lo,32,10,-0.015521828744380278,-0.5372725727907057,-0.6252954962602839
SOLUSDT,1w,5,hi,32,6,0.0692910716699823,1.9930431471553713,4.966740374173166
SOLUSDT,1w,5,hi_bull,30,5,0.0660507266300745,1.7862778282375005,4.942492506900983
SOLUSDT,1w,5,hi_bear,2,0,,,
SOLUSDT,1w,6,lo,31,8,-0.011772211984664067,-0.41808643589777983,-0.49640643345438223
SOLUSDT,1w,6,hi,31,5,0.0732631160448692,1.9660844325434068,3.0999935436158945
SOLUSDT,1w,6,hi_bull,29,5,0.05619630239078069,1.5185492148035256,3.4730903508337083
SOLUSDT,1w,6,hi_bear,2,0,,,
SOLUSDT,1w,7,lo,31,8,-0.018366131095283574,-0.658684842034295,-0.7016680657357734
SOLUSDT,1w,7,hi,31,4,0.05962637265896203,1.5696952517684277,1.894524121545645
SOLUSDT,1w,7,hi_bull,29,4,0.04161909394377648,1.106994939908406,1.7932028814467116
SOLUSDT,1w,7,hi_bear,2,0,,,
SOLUSDT,1w,8,lo,31,7,0.024049341594474503,1.0897317904223176,1.0052177770743504
SOLUSDT,1w,8,hi,31,4,0.07154625924914314,1.8088658676491012,2.885313332350652
SOLUSDT,1w,8,hi_bull,29,4,0.05436104167810804,1.3725247538682162,3.839613779230439
SOLUSDT,1w,8,hi_bear,2,0,,,
SOLUSDT,1w,9,lo,31,5,0.03711301047059418,1.5720623859731009,1.4457616175682164
SOLUSDT,1w,9,hi,31,3,0.0647428645812912,1.7890916493823794,1.9420831956752838
SOLUSDT,1w,9,hi_bull,31,3,0.0647428645812912,1.7890916493823794,1.9420831956752838
SOLUSDT,1w,9,hi_bear,0,0,,,
SOLUSDT,1w,10,lo,31,4,0.03466785302675109,1.5489897943788768,3.731337537974025
SOLUSDT,1w,10,hi,31,3,0.04803536792906381,1.3643101405979405,1.8195349382749275
SOLUSDT,1w,10,hi_bull,31,3,0.04803536792906381,1.3643101405979405,1.8195349382749275
SOLUSDT,1w,10,hi_bear,0,0,,,
SOLUSDT,1w,12,lo,30,3,0.03367677582648665,1.508417387937027,2.54487460492979
SOLUSDT,1w,12,hi,30,3,0.035062343615837016,0.9904137441067791,1.422139562751801
SOLUSDT,1w,12,hi_bull,30,3,0.035062343615837016,0.9904137441067791,1.422139562751801
SOLUSDT,1w,12,hi_bear,0,0,,,
SOLUSDT,1w,14,lo,30,3,0.0394445546014725,1.6416744715614244,2.8220804601882894
SOLUSDT,1w,14,hi,30,3,0.029382719803503213,0.8157734764588827,2.50696389817231
SOLUSDT,1w,14,hi_bull,30,3,0.029382719803503213,0.8157734764588827,2.50696389817231
SOLUSDT,1w,14,hi_bear,0,0,,,
SOLUSDT,1w,16,lo,29,3,0.031521303516498206,1.3583140500745903,2.4611523574152496
SOLUSDT,1w,16,hi,29,3,0.018637083635345286,0.5111306405362146,1.3075207917744012
SOLUSDT,1w,16,hi_bull,29,3,0.018637083635345286,0.5111306405362146,1.3075207917744012
SOLUSDT,1w,16,hi_bear,0,0,,,
SOLUSDT,1w,18,lo,29,4,0.03335659516087872,1.4698282717099351,2.496836579070702
SOLUSDT,1w,18,hi,29,3,0.0021044503527679922,0.059462434292027105,0.11189105798169319
SOLUSDT,1w,18,hi_bull,29,3,0.0021044503527679922,0.059462434292027105,0.11189105798169319
SOLUSDT,1w,18,hi_bear,0,0,,,
SOLUSDT,1w,21,lo,28,2,0.035687672326260446,1.4325351591048652,13.403951908420407
SOLUSDT,1w,21,hi,28,3,-0.010961145210819303,-0.344274526149052,-1.2193330500904844
SOLUSDT,1w,21,hi_bull,28,3,-0.010961145210819303,-0.344274526149052,-1.2193330500904844
SOLUSDT,1w,21,hi_bear,0,0,,,
SOLUSDT,1w,25,lo,28,1,0.04744598647321761,1.7187426748162922,6381841446430119.0
SOLUSDT,1w,25,hi,28,1,0.07051068434153827,1.8152325049360594,4445726484166666.5
SOLUSDT,1w,25,hi_bull,27,1,0.06536418535803733,1.6359518523140724,
SOLUSDT,1w,25,hi_bear,1,0,,,
SOLUSDT,1w,30,lo,27,1,0.05064753798738599,1.780390861244811,4926878637276051.0
SOLUSDT,1w,30,hi,27,1,-0.004392962455134315,-0.14576786535340797,-2136687560207512.0
SOLUSDT,1w,30,hi_bull,27,1,-0.004392962455134315,-0.14576786535340797,-2136687560207512.0
SOLUSDT,1w,30,hi_bear,0,0,,,
SOLUSDT,1d,2,lo,223,154,0.003765036752543042,1.002507521707931,1.0022418397022606
SOLUSDT,1d,2,hi,223,75,-0.001976867495835406,-0.4786720992560998,-0.5369765438487332
SOLUSDT,1d,2,hi_bull,113,41,-0.0013868780354481178,-0.2508001466262481,-0.23968700016399466
SOLUSDT,1d,2,hi_bear,110,34,-0.0025829475778696197,-0.4182426444905156,-0.5860906444844676
SOLUSDT,1d,3,lo,223,114,0.003923876954044346,1.1397727564929296,1.1335218342765547
SOLUSDT,1d,3,hi,223,59,0.004471734623061491,0.972026040643986,1.0688865153595963
SOLUSDT,1d,3,hi_bull,115,32,0.011623693657787058,1.6817825596489682,2.0128400115530964
SOLUSDT,1d,3,hi_bear,108,28,-0.0031437773120629544,-0.5282181072485492,-0.7263084756458341
SOLUSDT,1d,4,lo,223,85,0.005735868513839538,1.79706761099474,1.7977870724040679
SOLUSDT,1d,4,hi,223,48,0.006463396415816608,1.3598418672158414,1.3737211310598314
SOLUSDT,1d,4,hi_bull,115,27,0.012157758507077681,1.7480386115659337,1.9300013395063456
SOLUSDT,1d,4,hi_bear,108,22,0.00039995530012194706,0.06228232964911855,0.0841763802159023
SOLUSDT,1d,5,lo,223,61,0.0034456363307824845,1.2595957410377485,1.122760745978272
SOLUSDT,1d,5,hi,223,41,0.006611502773544957,1.389449291307166,1.2793700552037446
SOLUSDT,1d,5,hi_bull,118,23,0.01028088146507525,1.5077261925579153,1.4687199150911718
SOLUSDT,1d,5,hi_bear,105,19,0.002487820053539487,0.3769654852238198,0.4235232367860646
SOLUSDT,1d,6,lo,223,56,0.005612643631961464,2.1639235975955233,2.047218556523918
SOLUSDT,1d,6,hi,223,33,0.0075423781975051726,1.5755019815699793,1.3286201370832529
SOLUSDT,1d,6,hi_bull,125,18,0.01178710919502366,1.7495032989294577,1.6002125308289035
SOLUSDT,1d,6,hi_bear,98,16,0.002128180496588737,0.3179560520251488,0.3654866970714818
SOLUSDT,1d,7,lo,222,46,0.004757949542335668,1.8730827266084529,1.7922280994884818
SOLUSDT,1d,7,hi,222,25,0.007574904308509762,1.5460477983332692,1.3375559888009128
SOLUSDT,1d,7,hi_bull,129,14,0.011133725871259737,1.6767551706634434,1.6132398261853864
SOLUSDT,1d,7,hi_bear,93,12,0.002638474398888825,0.36551173095862655,0.3655403035893665
SOLUSDT,1d,8,lo,222,41,0.004434773442396984,1.7970095711298262,1.7094412684920388
SOLUSDT,1d,8,hi,222,23,0.008868298544943701,1.986309574218628,1.7268537791431415
SOLUSDT,1d,8,hi_bull,133,13,0.00912715235440728,1.5467337342130383,1.2617953354656912
SOLUSDT,1d,8,hi_bear,89,10,0.008481472065632961,1.2396050362539823,1.2721724293349541
SOLUSDT,1d,9,lo,222,37,0.0009240522642925219,0.33921678444096154,0.3131017905349972
SOLUSDT,1d,9,hi,222,22,0.010709619089249016,2.238411432948541,2.280361427660106
SOLUSDT,1d,9,hi_bull,134,12,0.010433303811203542,1.7498272189904511,1.767213865400664
SOLUSDT,1d,9,hi_bear,88,10,0.011130371899000081,1.3920279774845286,1.4080341897107471
SOLUSDT,1d,10,lo,222,34,0.00330511985678526,1.187863202726301,1.0202521193098895
SOLUSDT,1d,10,hi,222,20,0.013698511393320897,2.8436040909905196,3.001399453326985
SOLUSDT,1d,10,hi_bull,136,11,0.011107430573506178,1.8754300537631303,1.9975653671799385
SOLUSDT,1d,10,hi_bear,86,10,0.0177960345502372,2.1688042297469994,2.118917389059057
SOLUSDT,1d,12,lo,221,25,0.004070868350299603,1.452754602093843,1.2841452721536089
SOLUSDT,1d,12,hi,221,19,0.01017971605743552,2.1650608821308137,2.6603251736819744
SOLUSDT,1d,12,hi_bull,144,10,0.01049575249566306,1.8110323578528416,2.4929239848133595
SOLUSDT,1d,12,hi_bear,77,9,0.00958868687425674,1.1849844105589944,1.304706966212174
SOLUSDT,1d,14,lo,221,23,0.0070115348182326395,2.8253382141865244,2.6240539042570767
SOLUSDT,1d,14,hi,221,15,0.00859402972552026,1.9519792005039216,1.9211673538421143
SOLUSDT,1d,14,hi_bull,159,9,0.009823938837581574,1.8106589589172326,2.151351068857241
SOLUSDT,1d,14,hi_bear,62,7,0.005439907970395279,0.7442224194718907,0.7738686402539147
SOLUSDT,1d,16,lo,221,20,0.006728451451349184,2.698037057415064,2.329344669129575
SOLUSDT,1d,16,hi,220,13,0.013342892416669107,2.896174563117442,3.7710795749415515
SOLUSDT,1d,16,hi_bull,171,9,0.014632734557647912,2.7011606918480964,4.997981137143702
SOLUSDT,1d,16,hi_bear,49,6,0.008841606577743069,1.0453470796890512,0.9524155996392508
SOLUSDT,1d,18,lo,220,22,0.005893315556347879,2.4206941929132033,2.237711721388266
SOLUSDT,1d,18,hi,219,9,0.015392803930761883,2.8839873402942255,5.788768278771807
SOLUSDT,1d,18,hi_bull,179,6,0.016849153956249394,2.755454749935777,9.229877476239961
SOLUSDT,1d,18,hi_bear,40,5,0.008875637566705254,0.8588763505484197,0.9417578141040513
SOLUSDT,1d,21,lo,220,18,0.0012902191235781109,0.469691857087976,0.4075253529998369
SOLUSDT,1d,21,hi,219,10,0.015335450992144225,2.7756157321835158,7.296978241004793
SOLUSDT,1d,21,hi_bull,188,7,0.015891421274314078,2.683033429369889,9.254651246301199
SOLUSDT,1d,21,hi_bear,31,6,0.011963760248662565,0.7714533992881701,1.2812555591988295
SOLUSDT,1d,25,lo,219,16,0.0024464579689900084,0.6150216749047239,0.5684745070153364
SOLUSDT,1d,25,hi,218,5,0.01213466251741157,2.1755748263391466,5.392858557584348
SOLUSDT,1d,25,hi_bull,192,4,0.012865293785232825,2.1798346495788445,6.914680688349919
SOLUSDT,1d,25,hi_bear,26,2,0.006739231616577681,0.3906401466298219,1.0223217431522489
SOLUSDT,1d,30,lo,218,12,0.0018198511331382636,0.4158878895898096,0.44502773064336265
SOLUSDT,1d,30,hi,218,4,0.013161444801208339,2.321186121062909,18.78406881335704
SOLUSDT,1d,30,hi_bull,197,3,0.012173598250281425,2.06511605773351,9.92337139425935
SOLUSDT,1d,30,hi_bear,21,2,0.02242838625514178,1.0920278358845774,1.8220147445062214
SOLUSDT,4h,2,lo,1340,859,0.000496024544848461,0.7941933960891479,0.8109554278798865
SOLUSDT,4h,2,hi,1339,511,0.0009148147137817825,1.1896303012707596,1.3081572250324296
SOLUSDT,4h,2,hi_bull,689,253,0.00047913116448588356,0.4822083693239307,0.5329397022059318
SOLUSDT,4h,2,hi_bear,650,259,0.0013766392760354352,1.162896144726277,1.2607319196454847
SOLUSDT,4h,3,lo,1339,632,9.921815626204379e-05,0.16849649420365057,0.1722766955612975
SOLUSDT,4h,3,hi,1338,418,0.000810074228310357,1.037490433985617,1.1873999097981671
SOLUSDT,4h,3,hi_bull,673,197,0.00017525463015872093,0.17535752345051897,0.2032843875181186
SOLUSDT,4h,3,hi_bear,665,225,0.001452530753958554,1.2080780618360984,1.3448754896439181
SOLUSDT,4h,4,lo,1339,476,0.0007014252078259116,1.151810653388518,1.1324377072637895
SOLUSDT,4h,4,hi,1339,307,0.0007464692285873242,0.880812656465148,1.1459623310457066
SOLUSDT,4h,4,hi_bull,649,146,0.0005887612825098424,0.5459624015676426,0.7253150452419576
SOLUSDT,4h,4,hi_bear,690,168,0.0008948061227964342,0.6908096750453195,0.8703523208022846
SOLUSDT,4h,5,lo,1339,382,0.0013706586927299037,2.2305555162923887,2.1857835277813082
SOLUSDT,4h,5,hi,1339,252,0.00038895732878640934,0.4512133910938363,0.6054460123206153
SOLUSDT,4h,5,hi_bull,646,122,-0.00042965570881851666,-0.3780367865899188,-0.4813351486599139
SOLUSDT,4h,5,hi_bear,693,138,0.0011520511560487213,0.8963204808130583,1.1752797201990037
SOLUSDT,4h,6,lo,1339,331,0.0005516888673211478,0.8795725851188624,0.9037217750276213
SOLUSDT,4h,6,hi,1339,213,0.0003727990565550405,0.4332678675996742,0.6053287410019654
SOLUSDT,4h,6,hi_bull,649,113,-0.000293445855320525,-0.25711733248589647,-0.3255474359003671
SOLUSDT,4h,6,hi_bear,690,110,0.0009994555026524928,0.7812574985919826,1.1048786745692336
SOLUSDT,4h,7,lo,1339,281,0.0005893405757487251,1.0315056694570404,0.9661548505677835
SOLUSDT,4h,7,hi,1339,177,0.00040170664087374615,0.4756701500413321,0.637290991975769
SOLUSDT,4h,7,hi_bull,634,95,-0.0005965609573305479,-0.5301765594292676,-0.6576713440741498
SOLUSDT,4h,7,hi_bear,705,92,0.0012994394880532106,1.0443250653400271,1.3704416531216688
SOLUSDT,4h,8,lo,1338,238,0.00025035057139694743,0.4403875932429469,0.4364584941991545
SOLUSDT,4h,8,hi,1338,162,0.0006297648335681096,0.7423596335156434,1.0445408444160655
SOLUSDT,4h,8,hi_bull,632,90,-0.0002576505211363866,-0.22908127762526415,-0.2979121792107168
SOLUSDT,4h,8,hi_bear,706,78,0.0014241649811222762,1.136197441916937,1.5513372633407678
SOLUSDT,4h,9,lo,1338,216,0.00034894674547735285,0.624861939459489,0.598334476907773
SOLUSDT,4h,9,hi,1338,137,0.0003106775485556365,0.35860135509559166,0.4589615985598434
SOLUSDT,4h,9,hi_bull,634,73,2.8085834067304866e-05,0.024461694396360898,0.02906823473191624
SOLUSDT,4h,9,hi_bear,704,68,0.0005651706550692761,0.44080459402881184,0.5756861522774263
SOLUSDT,4h,10,lo,1338,198,0.00025382497109406507,0.4683090310040233,0.46065719204705774
SOLUSDT,4h,10,hi,1338,128,0.0005231189355608591,0.5977562608196187,0.7092704839292124
SOLUSDT,4h,10,hi_bull,621,65,7.130726162175044e-05,0.059267478222603864,0.08792415641328949
SOLUSDT,4h,10,hi_bear,717,68,0.0009144369962528904,0.7268777357172782,0.7455100154386738
SOLUSDT,4h,12,lo,1338,170,0.0002759147894374445,0.5325135357589683,0.5142907657802075
SOLUSDT,4h,12,hi,1338,102,0.0008053198641578542,0.9216773936008561,1.1903228842060125
SOLUSDT,4h,12,hi_bull,609,53,0.0010732497495619217,0.8780123580840514,1.2434448150504425
SOLUSDT,4h,12,hi_bear,729,54,0.0005814936635939625,0.4699894493897782,0.5940105259600423
SOLUSDT,4h,14,lo,1337,149,-0.00025767238314384756,-0.48058571461963934,-0.4662730815176482
SOLUSDT,4h,14,hi,1337,88,0.0008118896335978126,0.9240812283984303,1.1928296774370581
SOLUSDT,4h,14,hi_bull,612,44,0.0009252363510829174,0.7435959354239142,0.9469516879615489
SOLUSDT,4h,14,hi_bear,725,52,0.0007162093700103862,0.5801802012717213,0.7814299804841572
SOLUSDT,4h,16,lo,1337,130,-0.00019105031332266172,-0.35089299712719807,-0.3502129843824683
SOLUSDT,4h,16,hi,1337,78,0.0010387318607622594,1.229609234207319,1.5525927758810032
SOLUSDT,4h,16,hi_bull,619,36,0.0014337886199110978,1.1764519939698188,1.7965078775650485
SOLUSDT,4h,16,hi_bear,718,47,0.0006981467160364502,0.5960261350103668,0.703408452226462
SOLUSDT,4h,18,lo,1336,111,0.0002601728195655892,0.4862458922757416,0.5138666690359159
SOLUSDT,4h,18,hi,1336,66,0.0011065242919494017,1.3223304576357449,1.615277651036184
SOLUSDT,4h,18,hi_bull,642,31,0.001520256654074635,1.2264812362496804,1.756532453720487
SOLUSDT,4h,18,hi_bear,694,39,0.0007237920491764917,0.6393249281703165,0.778919331687565
SOLUSDT,4h,21,lo,1336,88,0.0007574407635128058,1.4011066694800764,1.4261011904872427
SOLUSDT,4h,21,hi,1336,59,0.0011731599095274837,1.3849318708341085,1.435921297700294
SOLUSDT,4h,21,hi_bull,670,34,0.00104443262691657,0.8537227086729088,0.9461499658709623
SOLUSDT,4h,21,hi_bear,666,30,0.0013026603289708954,1.1109495596119845,1.3554724949823347
SOLUSDT,4h,25,lo,1335,68,0.000696466484954406,1.248748647990872,1.4519040624602657
SOLUSDT,4h,25,hi,1335,48,0.0015836859240650183,1.8633096323352731,1.936994702896592
SOLUSDT,4h,25,hi_bull,704,29,0.0016185586131855336,1.3604884020595756,1.3596013717518285
SOLUSDT,4h,25,hi_bear,631,24,0.0015447788350937935,1.2723320376696348,1.5774145241342548
SOLUSDT,4h,30,lo,1334,53,0.0009437154215689407,1.6338236295934805,1.7245863147752674
