symbol,tf,window,kind,filt,n,fwd,t
ETHUSDT,1w,10,bull,all,21,0.03192845509459995,1.7225256516057728
ETHUSDT,1w,10,bull,fixed20,18,0.036337243431705774,1.7110732273968343
ETHUSDT,1w,10,bull,adx_gt_med,1,-0.00667708594312344,
ETHUSDT,1w,10,bear,all,20,-0.0008303159286748962,-0.03557623833851438
ETHUSDT,1w,10,bear,fixed20,18,0.008312130857544182,0.34098045569393726
ETHUSDT,1w,10,bear,adx_gt_med,2,-0.0534543537116538,
ETHUSDT,1w,12,bull,all,19,0.015122507218665406,0.547925870884494
ETHUSDT,1w,12,bull,fixed20,13,-8.02735801182807e-05,-0.0021789078774064343
ETHUSDT,1w,12,bull,adx_gt_med,3,-0.041022016035625795,
ETHUSDT,1w,12,bear,all,18,-0.024331702971616315,-0.8718672204059438
ETHUSDT,1w,12,bear,fixed20,14,-0.026862903074318507,-0.813655592293292
ETHUSDT,1w,12,bear,adx_gt_med,1,0.015052812341871835,
ETHUSDT,1w,14,bull,all,17,0.023828805162440875,0.850587205997801
ETHUSDT,1w,14,bull,fixed20,11,0.01619415417948975,0.4215999595774646
ETHUSDT,1w,14,bull,adx_gt_med,2,-0.07223052343288755,
ETHUSDT,1w,14,bear,all,16,-0.01746028176763092,-0.5349135314491922
ETHUSDT,1w,14,bear,fixed20,9,0.0035174015556062896,0.07397952041487904
ETHUSDT,1w,14,bear,adx_gt_med,1,0.10715796656431253,
ETHUSDT,1w,16,bull,all,14,0.0389068991108788,1.211539641790262
ETHUSDT,1w,16,bull,fixed20,10,0.02189573219046661,0.5327680320475223
ETHUSDT,1w,16,bull,adx_gt_med,3,-0.07320703945353513,
ETHUSDT,1w,16,bear,all,14,0.009127241124118795,0.33221782765154917
ETHUSDT,1w,16,bear,fixed20,6,0.02248582059260129,0.3852204325386907
ETHUSDT,1w,16,bear,adx_gt_med,1,0.10715796656431253,
ETHUSDT,1w,18,bull,all,13,0.08098315781121906,2.0621601850709848
ETHUSDT,1w,18,bull,fixed20,7,0.011923115176161419,0.31812616250552656
ETHUSDT,1w,18,bull,adx_gt_med,2,-0.047024261434572334,
ETHUSDT,1w,18,bear,all,13,0.008351605365050582,0.3276173767270634
ETHUSDT,1w,18,bear,fixed20,5,0.030039479541227675,0.5496363729194566
ETHUSDT,1w,18,bear,adx_gt_med,1,0.10715796656431253,
ETHUSDT,1w,21,bull,all,10,0.09388352187931027,1.9911620700796573
ETHUSDT,1w,21,bull,fixed20,1,-0.0905389405180711,
ETHUSDT,1w,21,bull,adx_gt_med,3,-0.047702410265712945,
ETHUSDT,1w,21,bear,all,10,-0.021158993521650994,-1.0734596601826638
ETHUSDT,1w,21,bear,fixed20,2,0.006087227869681855,
ETHUSDT,1w,21,bear,adx_gt_med,2,-0.092945867298306,
ETHUSDT,1w,25,bull,all,11,0.1048332822091603,2.4514957687524883
ETHUSDT,1w,25,bull,fixed20,1,-0.0905389405180711,
ETHUSDT,1w,25,bull,adx_gt_med,1,-0.018888451374314386,
ETHUSDT,1w,25,bear,all,11,-0.007175911631768208,-0.3191227971838584
ETHUSDT,1w,25,bear,fixed20,1,0.06183751748906241,
ETHUSDT,1w,25,bear,adx_gt_med,1,-0.0496630617496987,
ETHUSDT,1w,30,bull,all,10,0.0741908321711042,1.7193431878855616
ETHUSDT,1w,30,bull,fixed20,1,0.06865413499613116,
ETHUSDT,1w,30,bull,adx_gt_med,2,-0.001479322756881507,
ETHUSDT,1w,30,bear,all,10,-0.018421397563654816,-0.8075114593325898
ETHUSDT,1w,30,bear,fixed20,1,0.024682848826904857,
ETHUSDT,1w,30,bear,adx_gt_med,1,-0.0496630617496987,
ETHUSDT,1d,2,bull,all,399,-0.0010134099221364868,-0.47167824707678335
ETHUSDT,1d,2,bull,fixed20,398,-0.0010067523106414694,-0.4674059336524561
ETHUSDT,1d,2,bull,adx_gt_med,58,-0.006087883818378123,-1.2615604567018142
ETHUSDT,1d,2,bear,all,398,0.002410115365649314,1.1469733187012514
ETHUSDT,1d,2,bear,fixed20,396,0.002421954942752577,1.1469235972066498
ETHUSDT,1d,2,bear,adx_gt_med,64,-0.0037805117035121776,-0.7769787923490062
ETHUSDT,1d,3,bull,all,328,-7.970960299306838e-05,-0.039140025825119
ETHUSDT,1d,3,bull,fixed20,325,1.0693308410305751e-05,0.005218191680429168
ETHUSDT,1d,3,bull,adx_gt_med,53,-0.009032485456866782,-1.89233567778513
ETHUSDT,1d,3,bear,all,327,0.0012092180657129812,0.5329590979947134
ETHUSDT,1d,3,bear,fixed20,322,0.001181825106721204,0.5139048991444605
ETHUSDT,1d,3,bear,adx_gt_med,49,0.0016547739079123321,0.294946364101383
ETHUSDT,1d,4,bull,all,276,0.0017978599278591562,0.7854976746835403
ETHUSDT,1d,4,bull,fixed20,265,0.0016889028597957187,0.7128216917946136
ETHUSDT,1d,4,bull,adx_gt_med,43,-0.008550842328576941,-1.613989383744166
ETHUSDT,1d,4,bear,all,276,0.0005387065325517634,0.20923987134712735
ETHUSDT,1d,4,bear,fixed20,265,0.000990417428431165,0.3797377697724512
ETHUSDT,1d,4,bear,adx_gt_med,45,-0.0025078983450565907,-0.35203576894740424
ETHUSDT,1d,5,bull,all,226,0.005405099192104925,1.8840744578896325
ETHUSDT,1d,5,bull,fixed20,198,0.005862782534436007,1.854161624730296
ETHUSDT,1d,5,bull,adx_gt_med,32,-0.004033558509424943,-0.5852855823629781
ETHUSDT,1d,5,bear,all,225,-0.00016064191291762016,-0.05696764299029859
ETHUSDT,1d,5,bear,fixed20,201,-0.0007921890128336041,-0.25795598159250377
ETHUSDT,1d,5,bear,adx_gt_med,30,-0.016214830866445578,-1.6435600774196522
ETHUSDT,1d,6,bull,all,199,0.003815563810721116,1.2777048225762775
ETHUSDT,1d,6,bull,fixed20,169,0.0030543440747014135,0.92015060234933
ETHUSDT,1d,6,bull,adx_gt_med,32,0.002641884467876221,0.39341573019845316
ETHUSDT,1d,6,bear,all,198,-0.0002112222533516833,-0.07012605758667241
ETHUSDT,1d,6,bear,fixed20,169,0.0003281158901050281,0.09823641142984696
ETHUSDT,1d,6,bear,adx_gt_med,33,-0.005445815903092505,-0.6610307924176269
ETHUSDT,1d,7,bull,all,176,0.004099263059396475,1.2888848803989021
ETHUSDT,1d,7,bull,fixed20,140,0.004951533114613572,1.3336025701637604
ETHUSDT,1d,7,bull,adx_gt_med,27,0.0030503962916227285,0.43575559624566057
ETHUSDT,1d,7,bear,all,175,-0.0023987306713331913,-0.8273027760346702
ETHUSDT,1d,7,bear,fixed20,144,-0.001826746397562874,-0.5786563006382597
ETHUSDT,1d,7,bear,adx_gt_med,36,-0.00032349061246896786,-0.044679720441391305
ETHUSDT,1d,8,bull,all,149,0.005492546268349179,1.4968129269530988
ETHUSDT,1d,8,bull,fixed20,114,0.008128237360592446,1.7810687992416325
ETHUSDT,1d,8,bull,adx_gt_med,24,0.007634752312535557,0.841591886615418
ETHUSDT,1d,8,bear,all,148,-0.006515354384251241,-1.7603478713630842
ETHUSDT,1d,8,bear,fixed20,113,-0.004232524996664959,-1.0870777833094334
ETHUSDT,1d,8,bear,adx_gt_med,27,-0.0023472385583609753,-0.2746310133660227
ETHUSDT,1d,9,bull,all,137,0.0032419024830727746,0.9244723633782708
ETHUSDT,1d,9,bull,fixed20,97,0.006581895547022289,1.3899437855067656
ETHUSDT,1d,9,bull,adx_gt_med,21,-0.005186237712052849,-0.9694388517956359
ETHUSDT,1d,9,bear,all,136,-0.007819470006756942,-1.950597535776883
ETHUSDT,1d,9,bear,fixed20,100,-0.006495839679263535,-1.488095193740802
ETHUSDT,1d,9,bear,adx_gt_med,24,-0.006162633658778893,-0.7015238518070184
ETHUSDT,1d,10,bull,all,130,0.0025919694206436488,0.7045252938611231
ETHUSDT,1d,10,bull,fixed20,88,0.00563761189867839,1.0900135933629067
ETHUSDT,1d,10,bull,adx_gt_med,18,0.005792750026450201,0.5998143935937132
ETHUSDT,1d,10,bear,all,129,-0.0065421674454216325,-1.6274438291578017
ETHUSDT,1d,10,bear,fixed20,91,-0.007683048765614092,-1.5755507193322644
ETHUSDT,1d,10,bear,adx_gt_med,24,-0.0033661617156893245,-0.32111507723313243
ETHUSDT,1d,12,bull,all,115,0.001055093354449533,0.3110147372898875
ETHUSDT,1d,12,bull,fixed20,74,-0.00026014153584059913,-0.0697780661542449
ETHUSDT,1d,12,bull,adx_gt_med,21,-0.010502374448083603,-2.1537149820737103
ETHUSDT,1d,12,bear,all,114,-0.007948879245863546,-2.027708390293389
ETHUSDT,1d,12,bear,fixed20,72,-0.011577954640162069,-2.191518736069542
ETHUSDT,1d,12,bear,adx_gt_med,25,-0.003454803217158453,-0.33607312399833345
ETHUSDT,1d,14,bull,all,104,-0.0009909847993765481,-0.271143159898177
ETHUSDT,1d,14,bull,fixed20,62,-0.004681941718515161,-1.2235356253246648
ETHUSDT,1d,14,bull,adx_gt_med,18,-0.011143268859255337,-1.5354181250093524
ETHUSDT,1d,14,bear,all,103,-0.001670025641607656,-0.40179575012152635
ETHUSDT,1d,14,bear,fixed20,60,-0.0011964591574633845,-0.1921642414607303
ETHUSDT,1d,14,bear,adx_gt_med,20,0.0024373938410299943,0.189776695505194
ETHUSDT,1d,16,bull,all,92,0.0038627727826624457,0.8971486558503894
ETHUSDT,1d,16,bull,fixed20,48,0.0025928754253064534,0.4563310266871901
ETHUSDT,1d,16,bull,adx_gt_med,17,0.009861339969042515,0.9903836186726734
ETHUSDT,1d,16,bear,all,91,0.004287372625513548,0.934192381215689
ETHUSDT,1d,16,bear,fixed20,48,0.007573650532220313,1.0826898983841222
ETHUSDT,1d,16,bear,adx_gt_med,17,0.018872674147598235,1.2907931078743347
ETHUSDT,1d,18,bull,all,88,0.0007655985220135396,0.16984686652670433
ETHUSDT,1d,18,bull,fixed20,43,-0.001098676996864534,-0.17950687328252996
ETHUSDT,1d,18,bull,adx_gt_med,17,0.0022657981107621987,0.20871498412893796
ETHUSDT,1d,18,bear,all,87,0.006167717601245371,1.1724807945985498
ETHUSDT,1d,18,bear,fixed20,44,0.003525549732771552,0.4554975528590564
ETHUSDT,1d,18,bear,adx_gt_med,14,0.025544995426180883,2.3505486479808524
ETHUSDT,1d,21,bull,all,82,0.006305991094455558,1.7141685298425349
ETHUSDT,1d,21,bull,fixed20,34,0.004216514272946771,0.628601734713075
ETHUSDT,1d,21,bull,adx_gt_med,18,0.003040553200968293,0.28473531355916504
ETHUSDT,1d,21,bear,all,81,0.0034626321856334,0.6197756223057445
ETHUSDT,1d,21,bear,fixed20,38,0.011711806149159846,1.1205591053271493
ETHUSDT,1d,21,bear,adx_gt_med,17,0.027647882253283206,2.1224623683946664
ETHUSDT,1d,25,bull,all,72,0.004911833246496879,1.1849731183677719
ETHUSDT,1d,25,bull,fixed20,23,0.0011203166009164402,0.11767250329005978
ETHUSDT,1d,25,bull,adx_gt_med,11,0.0091822149862883,0.6038896191216788
ETHUSDT,1d,25,bear,all,71,0.0035132184575978557,0.5781363018581351
ETHUSDT,1d,25,bear,fixed20,26,0.021753775136818896,2.0669982502663915
ETHUSDT,1d,25,bear,adx_gt_med,12,0.03680773674286424,1.8702434249511553
ETHUSDT,1d,30,bull,all,69,0.007634615335968382,1.6444415292912762
ETHUSDT,1d,30,bull,fixed20,16,0.012440453672969407,1.2875250666025297
ETHUSDT,1d,30,bull,adx_gt_med,10,0.015559014481989064,1.1232595796228328
ETHUSDT,1d,30,bear,all,68,0.006084000358223609,0.845542795576852
ETHUSDT,1d,30,bear,fixed20,15,0.026367318647088973,1.358559409083252
ETHUSDT,1d,30,bear,adx_gt_med,14,0.02692555984447396,1.3173715247194162
ETHUSDT,4h,2,bull,all,2511,0.00038502091774199906,1.1445436655941421
ETHUSDT,4h,2,bull,fixed20,2500,0.00037423414757510403,1.1082611691606643
ETHUSDT,4h,2,bull,adx_gt_med,401,-0.0005843162128574681,-0.6958220690977444
ETHUSDT,4h,2,bear,all,2511,0.00017275122359453797,0.4835368217444893
ETHUSDT,4h,2,bear,fixed20,2491,0.00014058986329415073,0.39223605473948225
ETHUSDT,4h,2,bear,adx_gt_med,461,0.0005607313687866686,0.6246756484483974
ETHUSDT,4h,3,bull,all,1978,0.00018710329563007133,0.5173160252775786
ETHUSDT,4h,3,bull,fixed20,1930,9.945279322917933e-05,0.2712044294714546
ETHUSDT,4h,3,bull,adx_gt_med,337,-0.00033392489664338756,-0.40641033828323336
ETHUSDT,4h,3,bear,all,1977,0.00012055371650631994,0.30017819605772916
ETHUSDT,4h,3,bear,fixed20,1932,0.00011203240140018065,0.27996617775583155
ETHUSDT,4h,3,bear,adx_gt_med,375,0.0003327636900646886,0.33133533068039456
ETHUSDT,4h,4,bull,all,1687,7.300442794274868e-05,0.1871405590200655
ETHUSDT,4h,4,bull,fixed20,1579,5.3293608541010734e-05,0.13052795201401532
ETHUSDT,4h,4,bull,adx_gt_med,296,0.0004306285224214099,0.46104392247629944
ETHUSDT,4h,4,bear,all,1686,0.00019802931722606392,0.4580650405144332
ETHUSDT,4h,4,bear,fixed20,1584,0.00028582414726512106,0.6450642299712859
ETHUSDT,4h,4,bear,adx_gt_med,318,0.0014098435066733413,1.2090393656079728
ETHUSDT,4h,5,bull,all,1448,0.0003966961062338712,0.9804308429127555
ETHUSDT,4h,5,bull,fixed20,1267,0.0005981813610923214,1.3668813176512555
ETHUSDT,4h,5,bull,adx_gt_med,261,-0.00020806513783954878,-0.21411474785755313
ETHUSDT,4h,5,bear,all,1447,-2.307314656253478e-05,-0.0517777398805289
ETHUSDT,4h,5,bear,fixed20,1286,-5.074763859155645e-05,-0.10592254643360434
ETHUSDT,4h,5,bear,adx_gt_med,281,0.0009124491619597315,0.7581069394829709
ETHUSDT,4h,6,bull,all,1301,0.00016313781532229372,0.3744291582563133
ETHUSDT,4h,6,bull,fixed20,1060,0.00029123381738357316,0.5945588037851806
ETHUSDT,4h,6,bull,adx_gt_med,224,-0.0005816147066099864,-0.5288797374996352
ETHUSDT,4h,6,bear,all,1300,-0.00012023055545890253,-0.2470003180169775
ETHUSDT,4h,6,bear,fixed20,1062,-0.0002800807815776447,-0.5024872848428779
ETHUSDT,4h,6,bear,adx_gt_med,255,0.0009691570098066596,0.7712159038392558
ETHUSDT,4h,7,bull,all,1172,0.00023104970705118414,0.5052507960928305
ETHUSDT,4h,7,bull,fixed20,884,6.4963142555625e-05,0.12328179091969003
ETHUSDT,4h,7,bull,adx_gt_med,213,-0.000518572627728297,-0.4474111078435117
ETHUSDT,4h,7,bear,all,1171,-0.00012119563812426898,-0.23946816403876997
ETHUSDT,4h,7,bear,fixed20,883,-0.00023358640247765514,-0.3801921569551889
ETHUSDT,4h,7,bear,adx_gt_med,230,-0.0002862231401962097,-0.2243522084450065
ETHUSDT,4h,8,bull,all,1064,0.0005020519255773448,1.060525224065137
ETHUSDT,4h,8,bull,fixed20,727,0.0006170280552467676,1.1054666576991958
ETHUSDT,4h,8,bull,adx_gt_med,183,0.0002561951344160245,0.21245864651589938
ETHUSDT,4h,8,bear,all,1063,0.0003062728728274832,0.5745036210139927
ETHUSDT,4h,8,bear,fixed20,743,0.0001635656909608951,0.24749512162743564
ETHUSDT,4h,8,bear,adx_gt_med,193,0.00018461137951190898,0.1279323075035926
ETHUSDT,4h,9,bull,all,980,0.00012891612943351653,0.2691973944997546
ETHUSDT,4h,9,bull,fixed20,621,-0.0003798312310253494,-0.6261375236691671
ETHUSDT,4h,9,bull,adx_gt_med,165,0.00014245171788319734,0.1203116740941058
ETHUSDT,4h,9,bear,all,979,0.000671417556676743,1.2179692473131938
ETHUSDT,4h,9,bear,fixed20,618,0.0008972598105893148,1.2185843761808572
ETHUSDT,4h,9,bear,adx_gt_med,178,0.0008195747995798183,0.5464828113583745
ETHUSDT,4h,10,bull,all,901,5.3243129631472486e-05,0.1043753909655805
ETHUSDT,4h,10,bull,fixed20,516,-0.0004633808150021976,-0.6775067866658621
ETHUSDT,4h,10,bull,adx_gt_med,166,-0.0011209737528325937,-0.9192405862293929
ETHUSDT,4h,10,bear,all,900,-9.000082355522273e-05,-0.1558714735240329
ETHUSDT,4h,10,bear,fixed20,504,-0.00012844810458417853,-0.1530725648791315
ETHUSDT,4h,10,bear,adx_gt_med,164,-0.0007627722031509679,-0.4382113659352112
ETHUSDT,4h,12,bull,all,811,0.0001998995636092838,0.343092226288444
ETHUSDT,4h,12,bull,fixed20,389,-0.0002569848164146358,-0.3002551699400216
ETHUSDT,4h,12,bull,adx_gt_med,158,-0.003467614634400337,-2.447428612597576
ETHUSDT,4h,12,bear,all,810,-0.0009773343262621007,-1.6262048173919041
ETHUSDT,4h,12,bear,fixed20,400,-0.0009468950504256399,-0.9526792401088143
ETHUSDT,4h,12,bear,adx_gt_med,159,-0.001247086252838995,-0.6457656566019654
ETHUSDT,4h,14,bull,all,757,0.0011125299595796236,1.8793109157712593
ETHUSDT,4h,14,bull,fixed20,318,0.0016312513982423746,1.7351238451438997
ETHUSDT,4h,14,bull,adx_gt_med,144,0.0004398675195126432,0.3151469709161466
ETHUSDT,4h,14,bear,all,756,-0.0007502284653660338,-1.2114752535894042
ETHUSDT,4h,14,bear,fixed20,330,-0.000386476949968929,-0.36851477638021396
ETHUSDT,4h,14,bear,adx_gt_med,152,-0.0004889955802177051,-0.2730349870436823
ETHUSDT,4h,16,bull,all,713,0.0006791273260022413,1.1968972834371843
ETHUSDT,4h,16,bull,fixed20,264,0.0010375346363581735,0.9544397151471211
ETHUSDT,4h,16,bull,adx_gt_med,141,0.0013396069960532689,0.9618366962971399
ETHUSDT,4h,16,bear,all,712,-0.0009607971430364025,-1.4988183821374803
ETHUSDT,4h,16,bear,fixed20,267,-0.0010605797892621236,-0.9253251695699461
ETHUSDT,4h,16,bear,adx_gt_med,144,-0.0013085528352395842,-0.7672921324217034
ETHUSDT,4h,18,bull,all,645,0.0009601451677654184,1.5622861156431003
ETHUSDT,4h,18,bull,fixed20,204,0.0005795224375886434,0.45559004509974166
ETHUSDT,4h,18,bull,adx_gt_med,130,0.0011552449914849375,0.6624793990911987
ETHUSDT,4h,18,bear,all,644,-0.0010540155241199316,-1.600981691455634
ETHUSDT,4h,18,bear,fixed20,203,-0.001514790599407341,-1.139926880780002
ETHUSDT,4h,18,bear,adx_gt_med,131,-0.001445032364992063,-0.7793923353025229
ETHUSDT,4h,21,bull,all,584,0.0014495675038085978,2.417480752276737
ETHUSDT,4h,21,bull,fixed20,145,0.0024563844141669284,1.7000739068477126
ETHUSDT,4h,21,bull,adx_gt_med,109,0.001842663155477165,1.1009412544051353
ETHUSDT,4h,21,bear,all,583,-0.0012422729311523254,-1.779722615169026
ETHUSDT,4h,21,bear,fixed20,146,-0.0027589429134589638,-1.6011569667911087
ETHUSDT,4h,21,bear,adx_gt_med,112,-0.0023003884298643707,-1.083563200963371
ETHUSDT,4h,25,bull,all,526,0.0008109263145195323,1.212577087511993
ETHUSDT,4h,25,bull,fixed20,111,0.002000066197879426,1.1107045595061207
ETHUSDT,4h,25,bull,adx_gt_med,109,0.0009245082762254001,0.5263312105817144
ETHUSDT,4h,25,bear,all,526,-0.0002775901108913974,-0.37592841509514674
ETHUSDT,4h,25,bear,fixed20,121,-0.002646282907417186,-1.3002296097456774
ETHUSDT,4h,25,bear,adx_gt_med,115,-0.001302032021851003,-0.6185511971143022
ETHUSDT,4h,30,bull,all,456,0.0008144595524242906,1.1932916893700154
ETHUSDT,4h,30,bull,fixed20,82,-0.00010666967780264155,-0.056455377309915025
ETHUSDT,4h,30,bull,adx_gt_med,102,0.0007173287946225079,0.4270428599453663
ETHUSDT,4h,30,bear,all,455,0.0003147247636693243,0.401261951042296
ETHUSDT,4h,30,bear,fixed20,83,-0.00028402724696857337,-0.12636862961499154
ETHUSDT,4h,30,bear,adx_gt_med,101,-9.618068290430312e-05,-0.04341036776702179
SOLUSDT,1w,2,bull,all,39,0.02307268966589726,0.8127591291160737
SOLUSDT,1w,2,bull,fixed20,39,0.02307268966589726,0.8127591291160737
SOLUSDT,1w,2,bull,adx_gt_med,3,0.03668447647430343,
SOLUSDT,1w,2,bear,all,39,-0.012088249613095972,-0.5361944011262996
SOLUSDT,1w,2,bear,fixed20,39,-0.012088249613095972,-0.5361944011262996
SOLUSDT,1w,2,bear,adx_gt_med,3,-0.014812601662641126,
SOLUSDT,1w,3,bull,all,31,0.005718206189404619,0.2077541508778541
SOLUSDT,1w,3,bull,fixed20,31,0.005718206189404619,0.2077541508778541
SOLUSDT,1w,3,bull,adx_gt_med,2,-0.0054385781259354005,
SOLUSDT,1w,3,bear,all,30,-0.007755473612731989,-0.3681900932597551
SOLUSDT,1w,3,bear,fixed20,29,-0.007619596618938318,-0.34948068579790675
SOLUSDT,1w,3,bear,adx_gt_med,3,-0.014812601662641126,
SOLUSDT,1w,4,bull,all,26,0.0007475182180349089,0.017439841096410582
SOLUSDT,1w,4,bull,fixed20,26,0.0007475182180349089,0.017439841096410582
SOLUSDT,1w,4,bull,adx_gt_med,1,-0.013099498926270492,
SOLUSDT,1w,4,bear,all,25,-0.029461096204470964,-1.7515755245428624
SOLUSDT,1w,4,bear,fixed20,23,-0.03004342081544582,-1.6419789693454507
SOLUSDT,1w,4,bear,adx_gt_med,3,-0.0052258241597545885,
SOLUSDT,1w,5,bull,all,26,-0.011106580998572159,-0.2467778381754301
SOLUSDT,1w,5,bull,fixed20,23,-0.0007618714867954214,-0.015583963825725189
SOLUSDT,1w,5,bull,adx_gt_med,1,-0.13795604555015606,
SOLUSDT,1w,5,bear,all,25,-0.019683210640277875,-1.1657968897471476
SOLUSDT,1w,5,bear,fixed20,22,-0.018956910765139022,-0.9863081943975268
SOLUSDT,1w,5,bear,adx_gt_med,3,-0.0052258241597545885,
SOLUSDT,1w,6,bull,all,25,0.001049337905470491,0.022813551715569674
SOLUSDT,1w,6,bull,fixed20,17,0.05789724043020454,1.1258383183170388
SOLUSDT,1w,6,bull,adx_gt_med,1,-0.11640924639784389,
SOLUSDT,1w,6,bear,all,24,-0.019495813229879495,-1.079151965057949
SOLUSDT,1w,6,bear,fixed20,18,-0.025222689185246807,-1.0645345469910015
SOLUSDT,1w,6,bear,adx_gt_med,1,0.052182583647241154,
SOLUSDT,1w,7,bull,all,22,-0.0243093359000239,-0.5502420154853515
SOLUSDT,1w,7,bull,fixed20,13,-0.0053101472768804885,-0.12404779382375793
SOLUSDT,1w,7,bull,adx_gt_med,1,-0.11640924639784389,
SOLUSDT,1w,7,bear,all,21,0.008480999225054308,0.5044327857479793
SOLUSDT,1w,7,bear,fixed20,16,0.010807772678723168,0.4945674231771435
SOLUSDT,1w,7,bear,adx_gt_med,1,0.052182583647241154,
SOLUSDT,1w,8,bull,all,19,0.010301578379166548,0.20108801960126305
SOLUSDT,1w,8,bull,fixed20,10,0.06273636468991747,1.2198959576664872
SOLUSDT,1w,8,bull,adx_gt_med,0,,
SOLUSDT,1w,8,bear,all,18,0.004321406948137257,0.2329515295159111
SOLUSDT,1w,8,bear,fixed20,13,0.002720379220372826,0.10590936806177105
SOLUSDT,1w,8,bear,adx_gt_med,0,,
SOLUSDT,1w,9,bull,all,17,0.01309081395335409,0.2292860779851313
SOLUSDT,1w,9,bull,fixed20,8,0.08177218686275374,1.3231736697909375
SOLUSDT,1w,9,bull,adx_gt_med,0,,
SOLUSDT,1w,9,bear,all,16,0.011183531854783518,0.6363453335731087
SOLUSDT,1w,9,bear,fixed20,9,0.0068530585997287835,0.2291603926472281
SOLUSDT,1w,9,bear,adx_gt_med,0,,
SOLUSDT,1w,10,bull,all,17,0.005440343585719628,0.0957289505756953
SOLUSDT,1w,10,bull,fixed20,8,0.08177218686275374,1.3231736697909375
SOLUSDT,1w,10,bull,adx_gt_med,1,0.06622655349470818,
SOLUSDT,1w,10,bear,all,16,0.021657429682958737,1.1014521084939808
SOLUSDT,1w,10,bear,fixed20,9,0.0418910921347709,1.6242311317276705
SOLUSDT,1w,10,bear,adx_gt_med,0,,
SOLUSDT,1w,12,bull,all,14,0.01827367011937081,0.3721389172751652
SOLUSDT,1w,12,bull,fixed20,5,0.07568097902715187,0.7661072267672987
SOLUSDT,1w,12,bull,adx_gt_med,1,0.06622655349470818,
SOLUSDT,1w,12,bear,all,13,0.013844550095998071,0.577809604450332
SOLUSDT,1w,12,bear,fixed20,5,0.047293556400511846,1.4044051099841532
SOLUSDT,1w,12,bear,adx_gt_med,0,,
SOLUSDT,1w,14,bull,all,12,0.05504563389177975,1.3248064116958813
SOLUSDT,1w,14,bull,fixed20,5,0.0795411099916132,1.0973032773622238
SOLUSDT,1w,14,bull,adx_gt_med,1,0.06622655349470818,
SOLUSDT,1w,14,bear,all,11,-0.028803912553318146,-1.1086224870690637
SOLUSDT,1w,14,bear,fixed20,6,0.0061235187241996765,0.2017093213607639
SOLUSDT,1w,14,bear,adx_gt_med,0,,
SOLUSDT,1w,16,bull,all,11,0.0241551863913678,0.6652913646038507
SOLUSDT,1w,16,bull,fixed20,4,0.09649769959831889,
SOLUSDT,1w,16,bull,adx_gt_med,1,0.06622655349470818,
SOLUSDT,1w,16,bear,all,10,-0.05709587876088821,-1.5535550504432647
SOLUSDT,1w,16,bear,fixed20,6,-0.07282148260019493,-1.1759704799194521
SOLUSDT,1w,16,bear,adx_gt_med,0,,
SOLUSDT,1w,18,bull,all,12,0.012733115170140799,0.3267875098946666
SOLUSDT,1w,18,bull,fixed20,6,-0.0023994698011544266,-0.031616761771571626
SOLUSDT,1w,18,bull,adx_gt_med,1,0.06622655349470818,
SOLUSDT,1w,18,bear,all,11,-0.051067649780591036,-1.837848480179596
SOLUSDT,1w,18,bear,fixed20,7,-0.06332688847143586,-1.4513341673678741
SOLUSDT,1w,18,bear,adx_gt_med,0,,
SOLUSDT,1w,21,bull,all,10,-0.0033919242769438252,-0.07893557183547806
SOLUSDT,1w,21,bull,fixed20,6,-0.03503988187655612,-0.627066674077518
SOLUSDT,1w,21,bull,adx_gt_med,1,0.047174447174447076,
SOLUSDT,1w,21,bear,all,10,0.0037871783271770988,0.08041109975485662
SOLUSDT,1w,21,bear,fixed20,7,0.007373857409273099,0.10783743722125053
SOLUSDT,1w,21,bear,adx_gt_med,0,,
SOLUSDT,1w,25,bull,all,9,0.028480332118575417,0.6708213879158108
SOLUSDT,1w,25,bull,fixed20,2,0.09881414525874399,
SOLUSDT,1w,25,bull,adx_gt_med,0,,
SOLUSDT,1w,25,bear,all,9,-0.021682863183819415,-0.41727042051826524
SOLUSDT,1w,25,bear,fixed20,4,-0.045297876504856366,
SOLUSDT,1w,25,bear,adx_gt_med,0,,
SOLUSDT,1w,30,bull,all,4,0.06560642237354838,
SOLUSDT,1w,30,bull,fixed20,0,,
SOLUSDT,1w,30,bull,adx_gt_med,0,,
SOLUSDT,1w,30,bear,all,5,-0.07420014806751703,-0.9386026594418357
SOLUSDT,1w,30,bear,fixed20,2,-0.20001573118882393,
SOLUSDT,1w,30,bear,adx_gt_med,0,,
SOLUSDT,1d,2,bull,all,276,0.006036911958316693,1.683501787425879
SOLUSDT,1d,2,bull,fixed20,275,0.006044565444020279,1.679521443785691
SOLUSDT,1d,2,bull,adx_gt_med,37,-0.012737565517033752,-1.2442883368189033
SOLUSDT,1d,2,bear,all,276,0.005006386196431428,1.5812010697162258
SOLUSDT,1d,2,bear,fixed20,276,0.005006386196431428,1.5812010697162258
SOLUSDT,1d,2,bear,adx_gt_med,33,0.010422023528415114,0.9743796688633163
SOLUSDT,1d,3,bull,all,216,0.005500146953616002,1.4731442843469698
SOLUSDT,1d,3,bull,fixed20,214,0.005330882199322747,1.4203263603565197
SOLUSDT,1d,3,bull,adx_gt_med,25,-0.005782433436392637,-0.3860835183296701
SOLUSDT,1d,3,bear,all,216,0.004516754379344964,1.2485453713449373
