symbol,tf,window,rule,ret_net,trades,win,expo,ret_gross,bh
ETHUSDT,1w,6,dom_adx_p90,-0.036640176523733414,1,0.0,0.004201680672268907,-0.03464017652373341,8.134603811434301
ETHUSDT,1w,7,dom,10.498875697283188,24,0.5833333333333334,0.49789915966386555,10.546875697283186,8.134603811434301
ETHUSDT,1w,7,dom_adx_med,0.8046589190855394,8,0.625,0.12394957983193278,0.8206589190855395,8.134603811434301
ETHUSDT,1w,7,dom_adx_p90,-0.038640176523733416,2,0.0,0.0063025210084033615,-0.03464017652373341,8.134603811434301
ETHUSDT,1w,8,dom,10.269977977555868,23,0.5652173913043478,0.5021008403361344,10.315977977555864,8.134603811434301
ETHUSDT,1w,8,dom_adx_med,0.7165942331844922,8,0.625,0.12605042016806722,0.7325942331844922,8.134603811434301
ETHUSDT,1w,8,dom_adx_p90,-0.004,2,0.0,0.004201680672268907,0.0,8.134603811434301
ETHUSDT,1w,9,dom,15.113562201288206,22,0.5454545454545454,0.5063025210084033,15.157562201288204,8.134603811434301
ETHUSDT,1w,9,dom_adx_med,0.6247712971080146,9,0.4444444444444444,0.11764705882352941,0.6427712971080146,8.134603811434301
ETHUSDT,1w,9,dom_adx_p90,-0.0018381211073612552,1,0.0,0.0063025210084033615,0.0001618788926387449,8.134603811434301
ETHUSDT,1w,10,dom,13.558707281265544,21,0.5714285714285714,0.5021008403361344,13.600707281265544,8.134603811434301
ETHUSDT,1w,10,dom_adx_med,0.6203943711535548,8,0.5,0.11134453781512606,0.6363943711535548,8.134603811434301
ETHUSDT,1w,10,dom_adx_p90,-0.1113910743153873,1,0.0,0.01050420168067227,-0.1093910743153873,8.134603811434301
ETHUSDT,1w,12,dom,13.177796477812668,19,0.631578947368421,0.5063025210084033,13.21579647781267,8.134603811434301
ETHUSDT,1w,12,dom_adx_med,0.4940827605089617,7,0.42857142857142855,0.1134453781512605,0.5080827605089617,8.134603811434301
ETHUSDT,1w,12,dom_adx_p90,-0.1113910743153873,1,0.0,0.01050420168067227,-0.1093910743153873,8.134603811434301
ETHUSDT,1w,14,dom,12.580172384333991,17,0.6470588235294118,0.5105042016806722,12.614172384333992,8.134603811434301
ETHUSDT,1w,14,dom_adx_med,0.41187847104523667,4,0.25,0.09243697478991597,0.4198784710452367,8.134603811434301
ETHUSDT,1w,14,dom_adx_p90,-0.05426767635196317,1,0.0,0.008403361344537815,-0.052267676351963166,8.134603811434301
ETHUSDT,1w,16,dom,12.232669295931366,15,0.6666666666666666,0.523109243697479,12.262669295931367,8.134603811434301
ETHUSDT,1w,16,dom_adx_med,0.37022711992221446,5,0.2,0.08823529411764706,0.3802271199222145,8.134603811434301
ETHUSDT,1w,16,dom_adx_p90,0.053079754210576535,1,1.0,0.004201680672268907,0.05507975421057654,8.134603811434301
ETHUSDT,1w,18,dom,10.17592849254184,14,0.6428571428571429,0.5147058823529411,10.20392849254184,8.134603811434301
ETHUSDT,1w,18,dom_adx_med,0.4096741426114373,4,0.25,0.07983193277310924,0.4176741426114373,8.134603811434301
ETHUSDT,1w,18,dom_adx_p90,0.0,0,,0.0,0.0,8.134603811434301
ETHUSDT,1w,21,dom,18.91162789784301,11,0.6363636363636364,0.5021008403361344,18.933627897843014,8.134603811434301
ETHUSDT,1w,21,dom_adx_med,0.09537647755865764,5,0.2,0.09453781512605042,0.10537647755865764,8.134603811434301
ETHUSDT,1w,21,dom_adx_p90,0.0,0,,0.0,0.0,8.134603811434301
ETHUSDT,1w,25,dom,18.86600566041955,12,0.5,0.5063025210084033,18.890005660419547,8.134603811434301
ETHUSDT,1w,25,dom_adx_med,0.23548471401990778,3,0.3333333333333333,0.09033613445378151,0.2414847140199078,8.134603811434301
ETHUSDT,1w,25,dom_adx_p90,0.0,0,,0.0,0.0,8.134603811434301
ETHUSDT,1w,30,dom,16.37822953764945,11,0.5454545454545454,0.49789915966386555,16.40022953764945,8.134603811434301
ETHUSDT,1w,30,dom_adx_med,0.000497295711389123,4,0.25,0.07983193277310924,0.00849729571138913,8.134603811434301
ETHUSDT,1w,30,dom_adx_p90,0.0,0,,0.0,0.0,8.134603811434301
ETHUSDT,1d,2,dom,17.608891878455843,399,0.49373433583959897,0.5019560637977731,18.40689187845584,8.046920529801325
ETHUSDT,1d,2,dom_adx_med,9.18356893986672,230,0.48695652173913045,0.23232019259705086,9.64356893986671,8.046920529801325
ETHUSDT,1d,2,dom_adx_p90,2.4759885885829247,52,0.6153846153846154,0.05236232320192597,2.579988588582923,8.046920529801325
ETHUSDT,1d,3,dom,15.367145764510505,328,0.4847560975609756,0.49352994282275053,16.023145764510534,8.046920529801325
ETHUSDT,1d,3,dom_adx_med,9.12156242474556,171,0.4444444444444444,0.2380379175443876,9.463562424745557,8.046920529801325
ETHUSDT,1d,3,dom_adx_p90,3.046453344064925,50,0.54,0.052964188985856156,3.1464533440649225,8.046920529801325
ETHUSDT,1d,4,dom,15.11034201578461,277,0.48736462093862815,0.4826963587120072,15.664342015784626,8.046920529801325
ETHUSDT,1d,4,dom_adx_med,7.963105589085195,136,0.4485294117647059,0.23201925970508577,8.23510558908519,8.046920529801325
ETHUSDT,1d,4,dom_adx_p90,2.494388224424121,34,0.5882352941176471,0.05567258501354198,2.5623882244241196,8.046920529801325
ETHUSDT,1d,5,dom,14.538758720973474,226,0.4424778761061947,0.4790851640084261,14.99075872097348,8.046920529801325
ETHUSDT,1d,5,dom_adx_med,6.851046334200797,107,0.48598130841121495,0.23262112548901595,7.065046334200795,8.046920529801325
ETHUSDT,1d,5,dom_adx_p90,2.2063526260800987,26,0.6538461538461539,0.05386698766175143,2.2583526260800983,8.046920529801325
ETHUSDT,1d,6,dom,14.823620582246194,199,0.46733668341708545,0.47487210352091486,15.221620582246208,8.046920529801325
ETHUSDT,1d,6,dom_adx_med,6.6317492365633885,99,0.43434343434343436,0.22931086367739995,6.829749236563382,8.046920529801325
ETHUSDT,1d,6,dom_adx_p90,1.850588074451921,20,0.75,0.052061390309960875,1.8905880744519208,8.046920529801325
ETHUSDT,1d,7,dom,14.398039915732713,176,0.48295454545454547,0.46704784832982243,14.750039915732732,8.046920529801325
