symbol,tf,q10,q25,q50,q75,q90,pct_above_20,pct_above_40,mean
BTCUSDT,1w,16.558039276180143,20.89188214124088,25.487776730500197,32.998679470741514,46.57311905816251,0.75,0.16596638655462184,29.120562333012952
BTCUSDT,1d,16.94916542141302,20.582144068280947,26.63421006312133,36.3361577885315,45.247240893754864,0.7655732771591935,0.18025880228709,29.223532828986766
BTCUSDT,4h,15.432422806290697,19.409273468465482,25.694895695025284,34.861961269085114,45.39919353135421,0.7238315176464682,0.1634620211858025,28.303956725077487
ETHUSDT,1w,17.01121214085707,19.997016538456965,24.2987423057622,30.247243448722287,35.20858526805489,0.7058823529411765,0.06932773109243698,26.35581422195409
ETHUSDT,1d,17.33915604786079,21.492938265411254,27.778684436536476,37.24038432148248,45.09887225286823,0.80318988865483,0.1910923863978333,29.636234540380322
ETHUSDT,4h,14.907011635288795,18.77638579510615,25.04334507181356,34.49938778211358,44.791992035158735,0.696119283096541,0.15442542296300016,27.64470640732
SOLUSDT,1w,13.012067741910261,18.274110034692303,23.192335478898936,35.74285212010565,51.26811652158622,0.6,0.196875,28.421303147750923
SOLUSDT,1d,15.120972766043765,19.117363605190796,24.907707321924278,33.911299252629135,45.0048905888914,0.7075682937751904,0.1639050604567846,27.996875594791174
SOLUSDT,4h,14.777146654630979,18.674504943758485,25.309268437154998,34.10587943512468,43.38556961702285,0.6953340798805524,0.14273982829413961,27.36175470977692
